Barangay,City,Province,Postal Code,Barangay Code
Masao,Tungawan,Zamboanga Sibugay,7018,PH46160Q
Masao,Malabang,Lanao del Sur,9300,PH69140J
Masao,Pualas,Lanao del Sur,9313,PH69220F
Masao,Butuan City,Agusan del Norte,8600,PH73021J
Masapang,Victoria,Laguna,4011,PH193003
Masaplod Norte,Dauin,Negros Oriental,6217,PH36090G
Masaplod Sur,Dauin,Negros Oriental,6217,PH36090H
Masara,Maco,Davao de Oro,8806,PH56040N
Masarawag,Guinobatan,Albay,4503,PH22040S
Masarayao,Kananga,Leyte,6531,PH40210A
Masaroy,Calinog,Iloilo,5040,PH321217
Masaya,Rosario,Batangas,4225,PH17210M
Masaya,Bay,Laguna,4033,PH190205
Masaya,Buenavista,Quezon,4320,PH20040N
Masaya (Pob.),Pitogo,Quezon,4308,PH20270L
Masaya Centro (Pob.),San Agustin,Isabela,3314,PH072708
Masaya Norte,San Agustin,Isabela,3314,PH072709
Masaya Sur,San Agustin,Isabela,3314,PH07270A
Masayan,Veruela,Agusan del Sur,8509,PH741307
Masayo,Tobias Fornier,Antique,5716,PH290710
Masbaranon,Esperanza,Masbate,5407,PH26090B
Mascap,Rodriguez,Rizal,1860,PH210806
Mascarina,Quezon,Quezon,4332,PH20300A
Mascarinas,Kibawe,Bukidnon,8720,PH47080B
Maseil-seil,Umingan,Pangasinan,2443,PH044412
Masgad,Malimono,Surigao del Norte,8402,PH761008
Masgrau,Jamindan,Capiz,5808,PH30060L
Masi,Pamplona,Cagayan,3522,PH06180C
Masi,Rizal,Cagayan,3526,PH06210J
Masi,Santa Teresita,Cagayan,3512,PH062506
Masiag,Bagumbayan,Sultan Kudarat,9810,PH600107
Masibay,Nunungan,Lanao del Norte,9216,PH49150E
Masical,Amulung,Cagayan,3505,PH060412
Masical,Baggao,Cagayan,3506,PH06060T
Masical,Santo Nino,Cagayan,3525,PH06260H
Masico,Pila,Laguna,4010,PH192209
Masicong,San Fernando City,La Union,2500,PH03140Z
Masidem,Bani,Pangasinan,2407,PH04080E
Masidlakon,Dapitan City,Zamboanga del Norte,7101,PH44010M
Masiga,Gasan,Marinduque,4905,PH78030G
Masigay,Datu Piang,Maguindanao,9607,PH70050C
Masigay,Datu Salibo,Maguindanao,9625,PH70350C
Masigla (Pob.),Puerto Princesa City,Palawan,5300,PH81160X
Masigun,Burgos,Isabela,3322,PH07050A
Masigun,Roxas,Isabela,3320,PH072606
Masiit,Calauan,Laguna,4012,PH19060A
Masikap,Real,Quezon,4335,PH20310G
Masikap (Pob.),Liliw,Laguna,4004,PH19100Q
Masikap (Pob.),Mabitac,Laguna,4020,PH19140B
Masikap (Pob.),Puerto Princesa City,Palawan,5300,PH81160Y
Masikil,Bangui,Ilocos Norte,2920,PH010409
Masile,Malolos City,Bulacan,3000,PH12100U
Masili,Calamba City,Laguna,4027,PH19050P
Masin,Alcala,Cagayan,3507,PH06020H
Masin,Tayabas City,Quezon,4327,PH203917
Masin Norte,Candelaria,Quezon,4323,PH20070G
Masin Sur,Candelaria,Quezon,4323,PH20070H
Masinao,Santa Maria,Laguna,4022,PH19270E
Masintoc,Paoay,Ilocos Norte,2902,PH011608
Masipag (Pob.),Macalelon,Quezon,4309,PH20190M
Masipag (Pob.),Puerto Princesa City,Palawan,5300,PH81160Z
Masipi East,Cabagan,Isabela,3328,PH07060Q
Masipi West,Cabagan,Isabela,3328,PH07060R
Masipit,Calapan City,Oriental Mindoro,5200,PH800510
Masisit,Sanchez-Mira,Cagayan,3518,PH06220C
Masjid Bayle,Kalingalan Caluang,Sulu,7416,PH710308
Masjid Punjungan,Kalingalan Caluang,Sulu,7416,PH710309
Masla,Tadian,Mountain Province,2620,PH67100E
Maslabeng,Buluan,Maguindanao,9616,PH700303
Maslog,Balilihan,Bohol,6342,PH34060R
Maslog,Danao City,Cebu,6004,PH35230R
Maslog,Tabogon,Cebu,6009,PH35480F
Maslog,Sibulan,Negros Oriental,6201,PH36200B
Maslog,Lawaan,Eastern Samar,6813,PH391204
Maslog,Tomas Oppus,Southern Leyte,6605,PH43180G
Maslug,Baybay City,Leyte,6521,PH40071B
Maslun (Pob.),Liliw,Laguna,4004,PH19100R
Masoc,Bayombong (Capital),Nueva Vizcaya,3700,PH08050A
Masoli,Bato,Camarines Sur,4435,PH24030F
Masolun,Binidayan,Lanao del Sur,9310,PH69050F
Masolun,Ganassi,Lanao del Sur,9311,PH69080P
Masolun,Taraka,Lanao del Sur,9712,PH69260S
Masonoy,San Isidro,Bohol,6345,PH34370A
Masorot,Bubong,Lanao del Sur,9708,PH69060J
Maspasan,Calinog,Iloilo,5040,PH321218
Masubong,Sapang Dalaga,Misamis Occidental,7212,PH50130D
Masudsud,Concepcion,Romblon,5516,PH820504
Masukol,Paombong,Bulacan,3001,PH121604
Masula,Isabela City,Basilan,7300,PH681319
Masulog,La Castellana,Negros Occidental,6131,PH331708
Masulog,Canlaon City,Negros Oriental,6223,PH360807
Masulot,Sultan Sa Barongis,Maguindanao,9611,PH701208
Masumbang,Merida,Leyte,6540,PH40290F
Masupe,Balaoan,La Union,2517,PH03050H
Masuso,Pandi,Bulacan,3014,PH12150E
Mat-e,Merida,Leyte,6540,PH40290N
Mat-e,Cagwait,Surigao del Sur,8304,PH770407
Mat-i,Claveria,Misamis Oriental,9004,PH51060E
Mat-i,Naawan,Misamis Oriental,9023,PH512006
Mat-i,Las Nieves,Agusan del Norte,8610,PH730709
Mat-i,Surigao City,Surigao del Norte,8400,PH76190W
Mat-i,Santa Fe,Romblon,5508,PH821508
Mat-y (Pob.),Miagao,Iloilo,5023,PH322827
Mataas,Bacacay,Albay,4509,PH22010M
Mataas Na Bayan,Lemery,Batangas,4209,PH17120M
Mataas Na Bayan,Mogpog,Marinduque,4901,PH78040S
Mataas Na Bayan (Pob.),Boac (Capital),Marinduque,4900,PH780113
Mataas Na Bundok,Gumaca,Quezon,4307,PH20130W
Mataas Na Burol,Silang,Cavite,4118,PH18180R
Mataas na Kahoy,Alicia,Isabela,3306,PH07010J
Mataas na Kahoy,General Mamerto Natividad,Nueva Ecija,3125,PH13090A
Mataas Na Lupa,Lipa City,Batangas,4217,PH17140U
Mataas Na Lupa,San Pascual,Batangas,4204,PH17260E
Mataas Na Lupa,Taysan,Batangas,4228,PH17320A
Mataas na Lupa,Indang,Cavite,4122,PH181012
Mataas na Parang,San Ildefonso,Bulacan,3010,PH121912
Mataas Na Pulo,Nasugbu,Batangas,4231,PH17190W
Matab-ang,Talisay City,Negros Occidental,6115,PH33280E
Matab-ang,Toledo City,Cebu,6038,PH35510R
Matab-ang,Dumalinao,Zamboanga del Sur,7015,PH45050E
Mataba,Aroroy,Masbate,5414,PH26010Q
Matabana,Nabas,Aklan,5607,PH28140A
Matabao,Batuan,Masbate,5415,PH260408
Matabao,Tubigon,Bohol,6329,PH34450K
Matabao,Buenavista,Agusan del Norte,8601,PH730109
Matabungkay,Lian,Batangas,4216,PH17130B
Matacla,Goa,Camarines Sur,4422,PH24150F
Matacon,Polangui,Albay,4506,PH22140X
Matacong (Pob.),San Lorenzo Ruiz,Camarines Norte,4610,PH230408
Mataddi,Nagtipunan,Quirino,3405,PH090607
Matadero,Tarlac City,Tarlac,2300,PH151625
Matadero (Pob.),Cabanatuan City,Nueva Ecija,3100,PH13031A
Matag-ub,Janiuay,Iloilo,5034,PH32220V
Matagabong,Ampatuan,Maguindanao,9609,PH700107
Matagantang,Placer,Masbate,5408,PH26170K
Matagbac,Tabaco City,Albay,4511,PH22170Q
Matagbac,Milagros,Masbate,5410,PH26120C
Matagbak I,Alfonso,Cavite,4123,PH18010D
Matagbak II,Alfonso,Cavite,4123,PH18010X
Matagdem,San Carlos City,Pangasinan,2420,PH04321F
Matagnao,Abuyog,Leyte,6510,PH400114
Matagnop,Dao,Capiz,5810,PH30020E
Matagobtob Pob.,Dapitan City,Zamboanga del Norte,7101,PH44011D
Matagok,Calubian,Leyte,6534,PH400912
Mataguisi,Pudtol,Apayao,3812,PH630608
Mataguiti,Macabebe,Pampanga,2018,PH141007
Matahimik (Pob.),Puerto Princesa City,Palawan,5300,PH811610
Matain,Subic,Zambales,2209,PH16140B
Matala,Ibaan,Batangas,4230,PH17100C
Matalaba,Santa Cruz,Marinduque,4902,PH780516
Matalang,Midsalip,Zamboanga del Sur,7021,PH45120A
Matalang,Lakewood,Zamboanga del Sur,7014,PH45220A
Matalangtalang,Aroroy,Masbate,5414,PH26010R
Matalao,Santo Nino,Cagayan,3525,PH06260J
Matalao,Dumanjug,Cebu,6035,PH35240S
Matalapitap,Paniqui,Tarlac,2307,PH15100K
Matalatala,Mabitac,Laguna,4020,PH191404
Matalava,Lingayen (Capital),Pangasinan,2401,PH04220L
Matalibong,Tiwi,Albay,4513,PH22180F
Matalin,Malabang,Lanao del Sur,9300,PH69140X
Mataling-Ting,Santa Maria,Laguna,4022,PH19270F
Matalipni,Malinao,Albay,4512,PH22100H
Matallucod,Sigay,Ilocos Sur,2719,PH022903
Matalngon,Miagao,Iloilo,5023,PH322828
Mataloto,Leyte,Leyte,6533,PH40230G
Matalud,San Jorge,Samar,6707,PH42250J
Mataluto,Tagapul-An,Samar,6712,PH422406
Matam,Katipunan,Zamboanga del Norte,7109,PH44030B
Matam-is,Baybay City,Leyte,6521,PH40071C
Matambag,Palapag,Northern Samar,6421,PH41140G
Matambo,Oas,Albay,4505,PH22120W
Matambog,San Joaquin,Iloilo,5024,PH32371J
Matamis,Rosario,Batangas,4225,PH17210N
Matamo,Arayat,Pampanga,2012,PH14030S
Matampa,Salay,Misamis Oriental,9007,PH512209
Matampay,Kadingilan,Bukidnon,8713,PH47060A
Matampay,Baloi,Lanao del Norte,9217,PH49020D
Matampay,Kolambugan,Lanao del Norte,9207,PH49080A
Matampay,Matungao,Lanao del Norte,9203,PH491306
Matampay,Munai,Lanao del Norte,9219,PH49140C
Matampay,Pantao Ragat,Lanao del Norte,9208,PH49160E
Matampay,Balabagan,Lanao del Sur,9302,PH69020Q
Matampay,Malabang,Lanao del Sur,9300,PH69140T
Matampay,Marantao,Lanao del Sur,9711,PH69150H
Matampay,Marawi City,Lanao del Sur,9700,PH69161J
Matampay Bucana,Lala,Lanao del Norte,9211,PH490903
Matampay Dimarao,Bubong,Lanao del Sur,9708,PH69060K
Matampay Ilaya,Lala,Lanao del Norte,9211,PH49090E
Matanag,Atimonan,Quezon,4331,PH20030R
Matandang Balara,Quezon City,Metro Manila,1110,PH61181Y
Matandang Gasan,Gasan,Marinduque,4905,PH78030H
Matandang Sabang Kanluran,Catanauan,Quezon,4311,PH20080S
Matandang Sabang Silangan,Catanauan,Quezon,4311,PH20080T
Matandang Siruma,Siruma,Camarines Sur,4427,PH24350C
Matanga,Almeria,Biliran,6544,PH380105
Matangad,Gitagum,Misamis Oriental,9020,PH510906
Matangcong,Sigma,Capiz,5816,PH30160C
Matangharon,Dingle,Iloilo,5035,PH32150J
Matangkap,Panukulan,Quezon,4337,PH202408
Matanglad,Pio Duran,Albay,4516,PH22130J
Matanglad,Milagros,Masbate,5410,PH26120D
Matango,Vinzons,Camarines Norte,4603,PH23120A
Matangtubig,Baliuag,Bulacan,3006,PH120308
Matanlang,Labo,Camarines Norte,4604,PH230617
Matanog,Balabagan,Lanao del Sur,9302,PH69020R
Matanubong,Galimuyod,Ilocos Sur,2709,PH02090D
Matao Araza,Masiu,Lanao del Sur,9706,PH69170R
Mataoroc,Minalabac,Camarines Sur,4414,PH24220F
Matapay,Hilongos,Leyte,6524,PH40140P
Mataphao,New Washington,Aklan,5610,PH28150A
Matapitap,Gerona,Tarlac,2302,PH15060K
Matapol,Norala,South Cotabato,9508,PH590407
Mataque,Capalonga,Camarines Norte,4607,PH23020C
Matara,Libon,Albay,4507,PH22070T
Mataragan,Malibcong,Abra,2820,PH621509
Matarannoc,San Manuel,Tarlac,2309,PH151405
Matarawis,Agutaya,Palawan,5320,PH810205
Matarinao,Salcedo,Eastern Samar,6807,PH39190Z
Matarling,Lantawan,Basilan,7301,PH680206
Matata,Ungkaya Pukan,Basilan,7311,PH681007
Matatag,Lamitan City,Basilan,7302,PH680119
Matataja,Mulanay,Quezon,4312,PH20210N
Matatal,Maimbung,Sulu,7409,PH71050M
Matatalaib,Tarlac City,Tarlac,2300,PH151615
Mataub,Clarin,Bohol,6330,PH34140G
Matauta,Tayasan,Negros Oriental,6211,PH36220E
Mataya,Buldon,Maguindanao,9615,PH700209
Matayonas,Santa Margarita,Samar,6709,PH421611
Matayum,Cataingan,Masbate,5405,PH26050K
Matayumcab,Gerona,Tarlac,2302,PH15060L
Matayumtayum,La Paz,Tarlac,2314,PH15070E
Mataywanac,Tuy,Batangas,4214,PH17340B
Mate,Tayabas City,Quezon,4327,PH203918
Mate,Manukan,Zamboanga del Norte,7110,PH440707
Mate,Tigbao,Zamboanga del Sur,7043,PH45280C
Mate,Titay,Zamboanga Sibugay,7003,PH46150F
Mate,San Francisco,Agusan del Sur,8501,PH740809
Matelarag,Las Navas,Northern Samar,6420,PH41100S
Matengen,Sultan Kudarat,Maguindanao,9605,PH70110N
Mateo,Kidapawan City,North Cotabato,9400,PH57040N
Mateo Francisco,Siocon,Zamboanga del Norte,7120,PH441909
Materling,Ungkaya Pukan,Basilan,7311,PH681008
Mateuna,Tayabas City,Quezon,4327,PH203919
Matho,Cortes,Surigao del Sur,8313,PH770807
Mati,San Miguel,Zamboanga del Sur,7029,PH45160D
Mati,Bacolod,Lanao del Norte,9205,PH49010B
Matiag,Siocon,Zamboanga del Norte,7120,PH44190N
Matiao,Mati City,Davao Oriental,8200,PH54090K
Matiao,Pantukan,Davao de Oro,8809,PH561106
Matibay,Lamitan City,Basilan,7302,PH68011A
Matibuey,San Emilio,Ilocos Sur,2722,PH021704
Matica-a,Ormoc City,Leyte,6541,PH40301Z
Maticdum,Tandag City,Surigao del Sur,8300,PH77190A
Maticmatic,Santa Barbara,Pangasinan,2419,PH04380F
Matictic,Norzagaray,Bulacan,3013,PH121305
Matikang,Lantawan,Basilan,7301,PH680207
Matikiw,Pakil,Laguna,4017,PH192009
Matilac,Pigkawayan,North Cotabato,9412,PH57110M
Matilak,Kabuntalan,Maguindanao,9606,PH701309
Matilo,Nabunturan (Capital),Davao de Oro,8800,PH56090D
Matim,Olutanga,Zamboanga Sibugay,7041,PH461009
Matimbo,Malolos City,Bulacan,3000,PH12100V
Matimbubong,San Ildefonso,Bulacan,3010,PH12190K
Matimos,Kapatagan,Lanao del Sur,9700,PH693809
Matin-ao,Carmen,Bohol,6319,PH34120E
Matin-ao,Sierra Bullones,Bohol,6320,PH34400D
Matin-ao,Burauen,Leyte,6516,PH40081D
Matin-ao,Hinunangan,Southern Leyte,6608,PH43030J
Matin-ao,Maasin City,Southern Leyte,6600,PH430718
Matin-ao,Bayog,Zamboanga del Sur,7011,PH45020M
Matin-ao,Pitogo,Zamboanga del Sur,7033,PH452408
Matin-ao,Burgos,Surigao del Norte,8424,PH760306
Matin-ao,Mainit,Surigao del Norte,8407,PH76090A
Matina Aplaya,Davao City,Davao del Sur,8000,PH530222
Matina Biao,Davao City,Davao del Sur,8000,PH530225
Matina Crossing,Davao City,Davao del Sur,8000,PH530223
Matina Pangi,Davao City,Davao del Sur,8000,PH530224
Matinabus,Sigma,Capiz,5816,PH30160D
Matindeg,Cuyapo,Nueva Ecija,3117,PH13060X
Matindeg,Pura,Tarlac,2312,PH151107
Matingain I,Lemery,Batangas,4209,PH17120N
Matingain II,Lemery,Batangas,4209,PH17120P
Matingbe,San Jose (Capital),Dinagat Islands,8427,PH750608
Matingkis,Science City of Munoz,Nueva Ecija,3119,PH13170L
Matingkis,Talavera,Nueva Ecija,3114,PH133012
Matinik,Lopez,Quezon,4316,PH20161H
Matiompong,Lambayong,Sultan Kudarat,9802,PH60080C
Matipaz,Aloran,Misamis Occidental,7206,PH50010K
Matipok,Calaca,Batangas,4212,PH17070S
Matiporon,Milagros,Masbate,5410,PH26120E
Matipunso,San Antonio,Quezon,4324,PH20340C
Matiyaga (Pob.),Puerto Princesa City,Palawan,5300,PH811611
Matlang,Isabel,Leyte,6539,PH40170E
Matling,Malabang,Lanao del Sur,9300,PH69140Y
Matmad,Nagtipunan,Quirino,3405,PH090608
Matnog,Daraga,Albay,4501,PH220312
Matnog,Basud,Camarines Norte,4608,PH23010F
Matnog,Ivisan,Capiz,5805,PH30050A
Matobato,Bindoy,Negros Oriental,6209,PH36070D
Matobato,Calbayog City,Samar,6710,PH42032M
Matolong,Manaoag,Pangasinan,2430,PH04250E
Matongog,Aroroy,Masbate,5414,PH26010S
Matoogtoog,Mercedes,Camarines Norte,4601,PH23070N
Matti,Digos City,Davao del Sur,8002,PH53030E
Matuber,Datu Blah T. Sinsuat,Maguindanao,9623,PH702904
Matubinao,Cataingan,Masbate,5405,PH26050L
Matubog,Camiling,Tarlac,2306,PH15030T
Matucay,Allacapan,Cagayan,3523,PH06030L
Matue-Butarag,Gregorio del Pilar,Ilocos Sur,2720,PH021005
Matugas Alto,Jimenez,Misamis Occidental,7204,PH50070A
Matugas Bajo,Jimenez,Misamis Occidental,7204,PH50070B
Matugnao,Palanas,Masbate,5404,PH26150C
Matugnaw,Tangub City,Misamis Occidental,7214,PH50151K
Matulatula,Pola,Oriental Mindoro,5206,PH80100C
Matun-og,Balamban,Cebu,6041,PH35080L
Matun-og,Bayog,Zamboanga del Sur,7011,PH45020N
Matungao,Bulacan,Bulacan,3017,PH120504
Matungao,San Isidro,Leyte,6535,PH40340D
Matungao,Socorro,Oriental Mindoro,5207,PH80140E
Matunoy,Gutalac,Zamboanga del Norte,7118,PH44230M
Matuog,Tayasan,Negros Oriental,6211,PH36220G
Matupe,San Fernando,Bukidnon,8711,PH47180J
Maturanoc,Guimba,Nueva Ecija,3115,PH131110
Matusalem,Roxas,Isabela,3320,PH07260N
Matutinao,Badian,Cebu,6031,PH35070H
Matutuna,San Andres,Romblon,5504,PH821208
Matutungan,Santa Cruz,Davao del Sur,8001,PH531007
Matuyatuya,Torrijos,Marinduque,4903,PH78060G
Mauan,Bambang,Nueva Vizcaya,3702,PH08040G
Mauanan,Rizal,Cagayan,3526,PH06210H
Mauban,Balungao,Pangasinan,2442,PH040707
Maubo,Valencia,Bohol,6306,PH34470Q
Mauboh,Patikul,Sulu,7401,PH71110H
Mauboh,Talipao,Sulu,7403,PH711312
Maug,Butuan City,Agusan del Norte,8600,PH73021K
Maugat,San Antonio,Nueva Ecija,3108,PH132406
Maugat,Nasugbu,Batangas,4231,PH17190X
Maugat,Tanauan City,Batangas,4232,PH17310R
Maugat East,Padre Garcia,Batangas,4224,PH172008
Maugat West,Padre Garcia,Batangas,4224,PH172009
Maui,Delfin Albano,Isabela,3326,PH071809
Maui,Caramoran,Catanduanes,4808,PH25040G
Maujao,Bulalacao,Oriental Mindoro,5214,PH800408
Maujo,Malitbog,Southern Leyte,6603,PH43090F
Maul,Marantao,Lanao del Sur,9711,PH69150J
Maul Ilian,Marantao,Lanao del Sur,9711,PH69150R
Maul Lumbaca Ingud,Marantao,Lanao del Sur,9711,PH69150Y
Maular,Aloran,Misamis Occidental,7206,PH50010L
Maulawin,Pagsanjan,Laguna,4008,PH19190A
Maulawin,Santa Elena,Camarines Norte,4611,PH23100F
Maulong,Catbalogan City,Samar,6700,PH42050R
Maungib,Pura,Tarlac,2312,PH151108
Maunlad,Real,Quezon,4335,PH20310E
Maunlad (Pob.),Gumaca,Quezon,4307,PH20130X
Maunlad (Pob.),Puerto Princesa City,Palawan,5300,PH811612
Mauno,Laua-An,Antique,5705,PH29090S
Maunong,Calamba City,Laguna,4027,PH19050Q
Maura,Aparri,Cagayan,3515,PH06050W
Maurang,Caibiran,Biliran,6548,PH38040A
Mauraro,Guinobatan,Albay,4503,PH22040T
Mauringuen,Araceli,Palawan,5311,PH810306
Mauswagon,La Libertad,Zamboanga del Norte,7119,PH440404
Mauswagon,Liloy,Zamboanga del Norte,7115,PH44060Y
Mauswagon,Godod,Zamboanga del Norte,7114,PH442509
Mauswagon,Don Carlos,Bukidnon,8712,PH47040F
Mauswagon,Cabanglasan,Bukidnon,8723,PH47220E
Mauswagon,Calamba,Misamis Occidental,7210,PH50040A
Mauswagon,Laguindingan,Misamis Oriental,9019,PH511406
Mauswagon,Maragusan,Davao de Oro,8808,PH56050F
Mauswagon (Pob.),Dinagat,Dinagat Islands,8412,PH750306
Mauway,Mandaluyong City,Metro Manila,1550,PH61150H
Mauylab,Bontoc,Southern Leyte,6604,PH43020N
Mavalor,Rosario,Batangas,4225,PH17210P
Mawacat,Floridablanca,Pampanga,2006,PH14060Z
Mawacat,Calbayog City,Samar,6710,PH42032N
Mawal,Sindangan,Zamboanga del Norte,7112,PH44180D
Mawal,Bacungan,Zamboanga del Norte,7125,PH442606
Mawaque,Mabalacat City,Pampanga,2010,PH14090H
Mawegui,Conner,Apayao,3807,PH63020M
Mawi,Duero,Bohol,6309,PH34210F
Mawodpawod,San Miguel,Leyte,6518,PH40350F
Maxingal,Lal-Lo,Cagayan,3509,PH06160R
Maxvilla,Victoria,Northern Samar,6406,PH412309
May-Anao,Tigaon,Camarines Sur,4420,PH24360D
May-Iba,Teresa,Rizal,1880,PH211404
May-igot,Lapinig,Northern Samar,6423,PH41090B
May-It,Majayjay,Laguna,4005,PH19160L
May-It,Lucban,Quezon,4328,PH20170Q
May-it,Basey,Samar,6720,PH42020R
May-Ogob,Ocampo,Camarines Sur,4419,PH24250A
Maya,Infanta,Pangasinan,2412,PH042007
Maya,Balasan,Iloilo,5018,PH32050F
Maya,Daanbantayan,Cebu,6013,PH35210D
Maya,Macarthur,Leyte,6509,PH40240B
Maya-maya,Tambulig,Zamboanga del Sur,7025,PH45190H
Mayabay,Barbaza,Antique,5706,PH29020U
Mayabay,Daram,Samar,6722,PH420610
Mayabig,Baco,Oriental Mindoro,5201,PH80010C
Mayabo,Payao,Zamboanga Sibugay,7008,PH46110J
Mayabobo,Candelaria,Quezon,4323,PH20070J
Mayabon,Zamboanguita,Negros Oriental,6218,PH362506
Mayacabac,Dauis,Bohol,6339,PH341906
Mayag,Oas,Albay,4505,PH22120X
Mayag,Bauko,Mountain Province,2621,PH67020D
Mayag,Sison,Surigao del Norte,8404,PH761706
Mayaman,Marogong,Lanao del Sur,9303,PH69300F
Mayamot,Zaragoza,Nueva Ecija,3110,PH133209
Mayamot,Antipolo City,Rizal,1870,PH210204
Mayamot I,Talugtug,Nueva Ecija,3118,PH13310A
Mayamot II,Talugtug,Nueva Ecija,3118,PH13310B
Mayana,Jagna,Bohol,6308,PH34250Q
Mayana,Barili,Cebu,6036,PH35100U
Mayana,Naga City,Cebu,6037,PH35340H
Mayana,Guiuan,Eastern Samar,6809,PH39090T
Mayana,Sagay,Camiguin,9103,PH480508
Mayang,La Paz,Tarlac,2314,PH15070F
Mayang,Tubungan,Iloilo,5027,PH324311
Mayantoc,Nampicuan,Nueva Ecija,3116,PH131809
Mayao,Oas,Albay,4505,PH22120Y
Mayao Castillo,Lucena City,Quezon,4301,PH20180E
Mayao Crossing,Lucena City,Quezon,4301,PH20180S
Mayao Kanluran,Lucena City,Quezon,4301,PH20180T
Mayao Parada,Lucena City,Quezon,4301,PH20180U
Mayao Silangan,Lucena City,Quezon,4301,PH20180V
Mayaon,Montevista,Davao de Oro,8801,PH56080C
Mayaopayawan,Milaor,Camarines Sur,4413,PH24210B
Mayapa,Calamba City,Laguna,4027,PH19050R
Mayapay,Buruanga,Aklan,5609,PH280509
Mayaposi,Mabinay,Negros Oriental,6207,PH36140N
Mayapyap Norte,Cabanatuan City,Nueva Ecija,3100,PH13031C
Mayapyap Sur,Cabanatuan City,Nueva Ecija,3100,PH13031D
Mayasang,Lemery,Batangas,4209,PH17120Q
Mayatba,Famy,Laguna,4021,PH19080H
Mayatba,Siniloan,Laguna,4019,PH19290F
Maybacong,Borongan City,Eastern Samar,6800,PH39040W
Maybancal,Morong,Rizal,1960,PH210904
Maybato,Paracale,Camarines Norte,4605,PH23080J
Maybato Norte,San Jose (Capital),Antique,5700,PH29130M
Maybato Sur,San Jose (Capital),Antique,5700,PH29130N
Maybo,Boac (Capital),Marinduque,4900,PH780114
Maybocog,Maydolong,Eastern Samar,6802,PH391508
Maybog,Baybay City,Leyte,6521,PH40071D
Maybog,Calbayog City,Samar,6710,PH42032P
Maybubon,Guimba,Nueva Ecija,3115,PH131111
Maybula,Tulunan,North Cotabato,9403,PH57140E
Maybunga,Laua-An,Antique,5705,PH29090T
Maybunga,Balangiga,Eastern Samar,6812,PH39020D
Maybunga,Pasig City,Metro Manila,1607,PH61170C
Maycaban,Cuyapo,Nueva Ecija,3117,PH13060Y
Maycatmon,Milaor,Camarines Sur,4413,PH24210C
Maydaso,Milaor,Camarines Sur,4413,PH24210D
Maygatasan,Bayugan City,Agusan del Sur,8502,PH740108
Mayha,Odiongan,Romblon,5505,PH82090B
Mayhay,Pagbilao,Quezon,4302,PH20230H
Maylobe,Paranas,Samar,6703,PH42220J
Maymangga,Amadeo,Cavite,4119,PH180207
Maymatan,Goa,Camarines Sur,4422,PH24150G
Maynaga,Polangui,Albay,4506,PH22140Y
Maynganay Norte,Santa Maria,Ilocos Sur,2440,PH02260L
Maynganay Sur,Santa Maria,Ilocos Sur,2440,PH02260M
Mayngaran,Masbate City,Masbate,5400,PH26110P
Mayngaway,San Andres,Catanduanes,4810,PH25080P
Maynonong,Tiwi,Albay,4513,PH22180G
Mayo,Mati City,Davao Oriental,8200,PH54090L
Mayo,Columbio,Sultan Kudarat,9801,PH600209
Mayombo,Dagupan City,Pangasinan,2400,PH04180L
Mayon,Daraga,Albay,4501,PH220313
Mayon,Castilla,Sorsogon,4713,PH27050J
Mayondon,Los Banos,Laguna,4030,PH191109
Mayong,Tiwi,Albay,4513,PH22180H
Mayos,Barbaza,Antique,5706,PH29020V
Mayowe,Tayabas City,Quezon,4327,PH20391A
Mayoyao Proper,Mayoyao,Ifugao,3602,PH65060J
Maypangdan,Borongan City,Eastern Samar,6800,PH39040X
Maypange,Motiong,Samar,6702,PH42120P
Maypangi,Castilla,Sorsogon,4713,PH27050M
Maypatag,Baybay City,Leyte,6521,PH40071E
Maypulot,Infanta,Quezon,4336,PH20140V
Maysalay,Goa,Camarines Sur,4422,PH24150H
Maysalong,Calbayog City,Samar,6710,PH42032Q
Maysan,Valenzuela City,Metro Manila,1440,PH61230L
Maysantol,Bulacan,Bulacan,3017,PH120505
Maysilo,Malabon City,Metro Manila,1477,PH61210B
Maysua,Polangui,Albay,4506,PH22140Z
Maysuran,Caramoran,Catanduanes,4808,PH25040H
Maytalang I,Lumban,Laguna,4014,PH191308
Maytalang II,Lumban,Laguna,4014,PH191309
Maytigbao,Maydolong,Eastern Samar,6802,PH391509
Maytoong (Pob.),Paete,Laguna,4016,PH191808
Maytubig,Isabela,Negros Occidental,6128,PH33140E
Maytunas,San Juan City,Metro Manila,1500,PH61190A
Mayubok (Pob.),Pitogo,Quezon,4308,PH20270S
Mayuga,Guindulman,Bohol,6310,PH34230F
Mayuga,Libagon,Southern Leyte,6615,PH430507
Mayunoc,San Joaquin,Iloilo,5024,PH32371K
Mayuro,Rosario,Batangas,4225,PH17210Q
Mazawalo Pob.,Palompon,Leyte,6538,PH40320M
McArthur,Tudela,Cebu,6051,PH355305
Mckinley,Galimuyod,Ilocos Sur,2709,PH02090E
Mckinley,Guihulngan City,Negros Oriental,6214,PH36110K
Mckinley,Catarman (Capital),Northern Samar,6400,PH41050Q
Mckinley,Sulop,Davao del Sur,8009,PH53110D
Mclain,Buenavista,Guimaras,5044,PH31010C
Mebak,Sumisip,Basilan,7305,PH68040R
Mecolong,Dumalinao,Zamboanga del Sur,7015,PH45050F
Medallo,Sapang Dalaga,Misamis Occidental,7212,PH50130P
